UNI_ID,PUB_DOI,UNI_DAS,PUB_DAS,downloaded,MANUAL_DAS,DAS_TEXT,DAS_LOC,MANUAL_DAS_CAT,DASLINKS
290995,10.3390/rs15030803,No,TRUE,TRUE,,,,,
311252,10.1186/s12877-023-04552-3,No,TRUE,TRUE,,,,,
300115,10.1111/jir.13063,No,TRUE,TRUE,,,,,
305394,10.1192/bjo.2023.568,No,TRUE,TRUE,,,,,
299783,10.1093/eurheartj/ehad347,No,TRUE,TRUE,,,,,
310777,10.1186/s12916-023-03058-4,No,TRUE,TRUE,,,,,
311254,10.1088/1361-6382/ad0923,No,TRUE,TRUE,,,,,
296220,10.3390/admsci13070160,No,TRUE,TRUE,,,,,
285820,10.3390/signals4010007,No,TRUE,TRUE,,,,,
290283,10.1128/spectrum.02166-21,No,TRUE,TRUE,,,,,
291461,10.1007/s00442-023-05319-8,No,TRUE,TRUE,,,,,
292799,10.1016/j.vhri.2023.02.004,No,TRUE,TRUE,,,,,
305313,10.1038/s41467-023-39521-2,No,TRUE,TRUE,,,,,
298303,10.1161/jaha.122.028739,No,TRUE,TRUE,,,,,
310321,10.1161/jaha.122.028942,No,TRUE,TRUE,,,,,
306438,10.1038/s41562-023-01706-6,No,TRUE,TRUE,,,,,
306216,10.1038/s41567-022-01757-y,No,TRUE,TRUE,,,,,
289356,10.5194/tc-17-1247-2023,No,TRUE,TRUE,,,,,
314497,10.1088/1367-2630/ad0acf,No,TRUE,TRUE,,,,,
308207,10.1038/s41598-023-31198-3,No,TRUE,TRUE,,,,,
294399,10.1038/s41598-023-31435-9,No,TRUE,TRUE,,,,,
316979,10.1038/s41598-023-48198-y,No,TRUE,TRUE,,,,,
310879,10.1038/s42003-023-05323-x,No,TRUE,TRUE,,,,,
299583,10.1093/eurheartj/ehad344,No,TRUE,TRUE,,,,,
316967,10.1038/s43587-023-00535-6,No,TRUE,TRUE,,,,,
304537,10.1186/s12963-023-00312-y,No,TRUE,TRUE,,,,,
307600,10.1136/oemed-2023-108931,No,TRUE,TRUE,,,,,
263388,10.1177/17474930211062478,No,TRUE,TRUE,,,,,
312901,10.3389/fsoc.2023.1286208,No,TRUE,TRUE,,,,,
314530,10.3390/aerospace10120985,No,TRUE,TRUE,,,,,
315430,10.3390/aerospace10121034,No,TRUE,TRUE,,,,,
309745,10.1136/bmjopen-2023-073429,No,TRUE,TRUE,,,,,
309880,10.1136/bmjopen-2023-075964,No,TRUE,TRUE,,,,,
307868,10.1371/journal.pgph.0001911,No,TRUE,TRUE,,,,,
309659,10.1371/journal.pgph.0002683,No,TRUE,TRUE,,,,,
240316,10.1007/s10389-021-01562-6,No,TRUE,TRUE,,,,,
305619,10.1007/s10494-023-00486-3,No,TRUE,TRUE,,,,,
303676,10.1007/s11127-023-01096-3,No,TRUE,TRUE,,,,,
309439,10.1371/journal.pone.0295958,No,TRUE,TRUE,,,,,
294923,10.1007/s40258-023-00789-6,No,TRUE,TRUE,,,,,
308911,10.1007/s40839-023-00217-w,No,TRUE,TRUE,,,,,
301351,10.1007/s42835-023-01639-0,No,TRUE,TRUE,,,,,
302849,10.1063/5.0168073,No,TRUE,TRUE,,,,,
304473,10.3390/v15081746,No,TRUE,TRUE,,,,,
307658,10.3390/ani13243751,No,TRUE,TRUE,,,,,
286005,10.3390/insects14040331,No,TRUE,TRUE,,,,,
314942,10.3390/vaccines11121820,No,TRUE,TRUE,,,,,
308416,10.1038/s41393-023-00939-6,No,TRUE,TRUE,,,,,
304503,10.1136/bmjopen-2022-065622,No,TRUE,TRUE,,,,,
269330,10.1111/radm.12535,No,TRUE,TRUE,,,,,
305311,10.1136/jnis-2023-020411,No,TRUE,TRUE,,,,,
312835,10.1038/s41598-023-27941-5,No,TRUE,TRUE,,,,,
322360,10.2196/44696,No,TRUE,TRUE,,,,,
282501,10.1002/for.2922,No,TRUE,TRUE,,,,,
302299,10.1002/cnr2.1860,No,TRUE,TRUE,,,,,
300717,10.1063/5.0152962,No,TRUE,TRUE,,,,,
273698,10.1093/ehjqcco/qcac035,No,TRUE,TRUE,,,,,
305745,10.1016/j.jbc.2023.105218,No,TRUE,TRUE,,,,,
292017,10.1016/j.trb.2023.02.001,No,TRUE,TRUE,,,,,
308149,10.1016/j.egyr.2023.10.033,No,TRUE,TRUE,,,,,
310913,10.1038/s41591-023-02526-x,No,TRUE,TRUE,,,,,
292020,10.1016/j.ijpe.2023.108783,No,TRUE,TRUE,,,,,
304558,10.1016/j.pacs.2023.100543,No,TRUE,TRUE,,,,,
305731,10.1016/j.micron.2023.103532,No,TRUE,TRUE,,,,,
300975,10.1016/j.molliq.2023.122385,No,TRUE,TRUE,,,,,
285152,10.1016/j.biombioe.2022.106656,No,TRUE,TRUE,,,,,
286357,10.1016/j.jcrysgro.2022.127036,No,TRUE,TRUE,,,,,
306875,10.1002/cjp2.342,No,TRUE,TRUE,,,,,
287022,10.1002/nme.7177,No,TRUE,TRUE,,,,,
296615,10.2196/42573,Yes,TRUE,TRUE,,,,,
298712,10.1145/3607832,Yes,TRUE,TRUE,,,,,
306445,10.1002/adc2.167,Yes,TRUE,TRUE,,,,,
293242,10.1002/cpz1.719,Yes,TRUE,TRUE,,,,,
296622,10.1002/jqs.3528,Yes,TRUE,TRUE,,,,,
292941,10.1002/rcm.9497,Yes,TRUE,TRUE,,,,,
309101,10.3310/rteu2107,Yes,TRUE,TRUE,,,,,
290940,10.1002/cam4.6014,Yes,TRUE,TRUE,,,,,
294682,10.1002/ece3.9912,Yes,TRUE,TRUE,,,,,
284651,10.1002/ejhf.2728,Yes,TRUE,TRUE,,,,,
289596,10.1002/hbm.26193,Yes,TRUE,TRUE,,,,,
302711,10.1002/ijfe.2863,Yes,TRUE,TRUE,,,,,
303617,10.1002/jrsm.1663,Yes,TRUE,TRUE,,,,,
298622,10.1002/lno.12382,Yes,TRUE,TRUE,,,,,
294216,10.1002/mds.29391,Yes,TRUE,TRUE,,,,,
301690,10.1002/mds.29519,Yes,TRUE,TRUE,,,,,
289775,10.1002/mrm.29569,Yes,TRUE,TRUE,,,,,
300855,10.1002/oby.23849,Yes,TRUE,TRUE,,,,,
294242,10.1002/sys.21683,Yes,TRUE,TRUE,,,,,
294566,10.1002/vms3.1122,Yes,TRUE,TRUE,,,,,
289282,10.1063/5.0136469,Yes,TRUE,TRUE,,,,,
297967,10.1063/5.0140766,Yes,TRUE,TRUE,,,,,
299331,10.1063/5.0144865,Yes,TRUE,TRUE,,,,,
299930,10.1063/5.0149986,Yes,TRUE,TRUE,,,,,
303810,10.1063/5.0155503,Yes,TRUE,TRUE,,,,,
313340,10.1063/5.0158119,Yes,TRUE,TRUE,,,,,
308900,10.1063/5.0160927,Yes,TRUE,TRUE,,,,,
301862,10.1063/5.0161014,Yes,TRUE,TRUE,,,,,
307539,10.1111/add.16371,Yes,TRUE,TRUE,,,,,
309882,10.1111/add.16401,Yes,TRUE,TRUE,,,,,
275195,10.1111/bju.15851,Yes,TRUE,TRUE,,,,,
278113,10.1111/bld.12501,Yes,TRUE,TRUE,,,,,
301539,10.1111/bre.12789,Yes,TRUE,TRUE,,,,,
285055,10.1111/cch.13075,Yes,TRUE,TRUE,,,,,
286448,10.1111/coa.14003,Yes,TRUE,TRUE,,,,,
294380,10.1111/coa.14048,Yes,TRUE,TRUE,,,,,
287163,10.1111/dme.15016,Yes,TRUE,TRUE,,,,,
301109,10.1111/dom.15207,Yes,TRUE,TRUE,,,,,
309094,10.1111/dom.15378,Yes,TRUE,TRUE,,,,,
287837,10.1111/ejn.15900,Yes,TRUE,TRUE,,,,,
292717,10.1111/hex.13825,Yes,TRUE,TRUE,,,,,
276215,10.1111/ibi.13127,Yes,TRUE,TRUE,,,,,
301828,10.1111/ibi.13248,Yes,TRUE,TRUE,,,,,
285136,10.1111/jav.03099,Yes,TRUE,TRUE,,,,,
291521,10.1111/jce.15862,Yes,TRUE,TRUE,,,,,
296235,10.1111/jnp.12314,Yes,TRUE,TRUE,,,,,
284431,10.1111/jns.12520,Yes,TRUE,TRUE,,,,,
306810,10.1111/nan.12935,Yes,TRUE,TRUE,,,,,
307554,10.1111/nph.19339,Yes,TRUE,TRUE,,,,,
303351,10.1111/pce.14674,Yes,TRUE,TRUE,,,,,
309663,10.1111/pce.14775,Yes,TRUE,TRUE,,,,,
284748,10.1111/sed.13062,Yes,TRUE,TRUE,,,,,
282130,10.1159/000527522,Yes,TRUE,TRUE,,,,,
284763,10.1159/000527727,Yes,TRUE,TRUE,,,,,
296404,10.1159/000528438,Yes,TRUE,TRUE,,,,,
308959,10.1172/jci168277,Yes,TRUE,TRUE,,,,,
296960,10.3390/a16050241,Yes,TRUE,TRUE,,,,,
289890,10.3390/s23031251,Yes,TRUE,TRUE,,,,,
289764,10.3390/s23062925,Yes,TRUE,TRUE,,,,,
295182,10.3390/s23073570,Yes,TRUE,TRUE,,,,,
296614,10.3390/s23084104,Yes,TRUE,TRUE,,,,,
298333,10.3390/s23125601,Yes,TRUE,TRUE,,,,,
309655,10.3390/s23239339,Yes,TRUE,TRUE,,,,,
289891,10.3390/v15010245,Yes,TRUE,TRUE,,,,,
292560,10.3390/v15020436,Yes,TRUE,TRUE,,,,,
293877,10.3390/v15030731,Yes,TRUE,TRUE,,,,,
294107,10.3390/v15030768,Yes,TRUE,TRUE,,,,,
297389,10.3390/v15051113,Yes,TRUE,TRUE,,,,,
298796,10.3390/v15061248,Yes,TRUE,TRUE,,,,,
302265,10.3390/v15071420,Yes,TRUE,TRUE,,,,,
301890,10.3390/v15081661,Yes,TRUE,TRUE,,,,,
303962,10.3390/v15081769,Yes,TRUE,TRUE,,,,,
292655,10.3390/w15040703,Yes,TRUE,TRUE,,,,,
291562,10.3390/w15040703,Yes,TRUE,TRUE,,,,,
292654,10.3390/w15040742,Yes,TRUE,TRUE,,,,,
304472,10.3390/w15193402,Yes,TRUE,TRUE,,,,,
300129,10.7150/jca.83910,Yes,TRUE,TRUE,,,,,
296716,10.1002/pul2.12257,Yes,TRUE,TRUE,,,,,
290215,10.1039/d2sc05923a,Yes,TRUE,TRUE,,,,,
298152,10.1039/d3nj01214j,Yes,TRUE,TRUE,,,,,
301363,10.1039/d3sc00904a,Yes,TRUE,TRUE,,,,,
307628,10.1093/ve/vead005,Yes,TRUE,TRUE,,,,,
285098,10.1111/area.12851,Yes,TRUE,TRUE,,,,,
324101,10.1111/area.12865,Yes,TRUE,TRUE,,,,,
294541,10.1111/chso.12724,Yes,TRUE,TRUE,,,,,
290197,10.1111/cogs.13254,Yes,TRUE,TRUE,,,,,
301479,10.1111/csp2.12985,Yes,TRUE,TRUE,,,,,
286523,10.1111/faam.12355,Yes,TRUE,TRUE,,,,,
303829,10.1111/jcpe.13756,Yes,TRUE,TRUE,,,,,
307935,10.1111/jsap.13682,Yes,TRUE,TRUE,,,,,
304679,10.1111/jvim.16813,Yes,TRUE,TRUE,,,,,
281107,10.1111/maps.13936,Yes,TRUE,TRUE,,,,,
283794,10.1111/maps.13937,Yes,TRUE,TRUE,,,,,
292912,10.1111/maps.13956,Yes,TRUE,TRUE,,,,,
295206,10.1111/maps.13970,Yes,TRUE,TRUE,,,,,
294226,10.1111/maps.13978,Yes,TRUE,TRUE,,,,,
279571,10.1111/tran.12575,Yes,TRUE,TRUE,,,,,
287835,10.1242/jcs.260656,Yes,TRUE,TRUE,,,,,
292232,10.1364/boe.483831,Yes,TRUE,TRUE,,,,,
292385,10.3390/dj11020045,Yes,TRUE,TRUE,,,,,
